CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
11868482,12/27/2019 07:49:26 PM,12/27/2019 07:49:29 PM,12/27/2019 07:49:29 PM,Closed,Comment Noted - The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Double_Parking,Parking Enforcement,"1651 KIRKWOOD AVE, SAN FRANCISCO, CA, 94124",KIRKWOOD AVE,10,Bayview,BAYVIEW,37.738632618247,-122.3910137536,"(37.73863262, -122.39101375)",Mobile/Open311,,86,2,9,1,8,10,3,58,3,1,1,,86,,9,,,,,,,2,,,,,86
12336269,04/18/2020 07:49:00 PM,04/19/2020 03:43:03 AM,04/19/2020 03:43:03 AM,Closed,"Case Resolved - Thank you for your report.  During the shelter in place, Graffiti Inspection Requests on Private Property are not considered an essential function.  As a result, we will defer this inspection until the shelter in place has been lifted.  Thank you for understanding and you partnership in keeping San Francisco clean and beautiful.  Please take care during this public health emergency.",DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Not_Offensive,"498 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,8,Castro,MISSION,37.7611629,-122.435039,"(37.7611629, -122.435039)",Mobile/Open311,http://mobile311.sfgov.org/reports/12336269/photos,38,3,5,5,5,15,7,28862,4,3,3,1,38,,5,1,,5,1,9,,1,,5,,,38
11868483,12/27/2019 07:49:00 PM,12/27/2019 08:19:01 PM,12/27/2019 08:19:01 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613257. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,gray - Dodge Charger - 8BWT659,"1649 NEWHALL ST, SAN FRANCISCO, CA, 94124",NEWHALL ST,10,Silver Terrace,BAYVIEW,37.7338605,-122.39365603,"(37.7338605, -122.39365603)",Phone,,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
11868473,12/27/2019 07:42:00 PM,12/27/2019 10:10:58 PM,12/27/2019 10:10:58 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 11862969,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1221 NEWHALL ST, SAN FRANCISCO, CA, 94124",NEWHALL ST,10,Bayview,BAYVIEW,37.73669518,-122.39108965,"(37.73669518, -122.39108965)",Mobile/Open311,,86,2,9,1,8,10,3,58,3,1,1,11,86,,9,13,,,13,,,2,,,,,86
12815402,08/24/2020 06:10:29 PM,08/28/2020 04:01:25 AM,08/28/2020 04:01:25 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"95 LAGUNA ST, SAN FRANCISCO, CA, 94102",LAGUNA ST,8,Mint Hill,PARK,37.771691150758,-122.425343276738,"(37.77169115, -122.42534328)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815402/photos,27,7,5,9,5,7,6,28852,9,10,10,,27,,5,,,,,,,1,,,,,27
12815533,08/24/2020 07:00:00 PM,08/28/2020 04:46:07 PM,08/28/2020 04:46:07 PM,Closed,Case Resolved,RPD GGP Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,Intersection of HAGIWARA TEA GARDEN DR and MARTIN LUTHER KING JR DR,HAGIWARA TEA GARDEN DR,5,Golden Gate Park,RICHMOND,37.76921081543,-122.469757080078,"(37.76921082, -122.46975708)",Phone,,9,8,4,12,2,11,9,54,6,8,8,,9,,4,,,,,,,1,,,,,9
11868542,12/27/2019 08:21:02 PM,12/27/2019 08:35:00 PM,12/27/2019 08:35:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"475 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,5,Civic Center,NORTHERN,37.7797,-122.42,"(37.7797, -122.42)",Mobile/Open311,,21,4,10,36,9,7,6,28852,9,36,36,,21,1,10,,,1,,8,1,2,1,1,,,21
12815683,08/24/2020 07:52:00 PM,08/28/2020 04:44:00 PM,08/28/2020 04:44:00 PM,Closed,"Case Transferred - DPH Environmental Health
Retail Tobacco & Smoking Program
415-252-3903",DPH - Environmental Health - Tobacco Queue,General Request - DPH,request_for_service,environmental_health_tobacco - request_for_service,"3149 24TH ST, SAN FRANCISCO, CA, 94110",24TH ST,9,Mission,MISSION,37.75239944458,-122.415138244629,"(37.75239944, -122.41513824)",Phone,,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
12815689,08/24/2020 07:53:00 PM,08/28/2020 06:04:00 AM,08/28/2020 06:04:00 AM,Closed,Case Resolved - Per Recology: INVALID LOCATION SUP WENT BY LOC - NOT OUT ACCT ACTIVE,311 Supervisor Queue,Litter Receptacles,Add_remove_garbage_can,,"740 VERMONT ST, SAN FRANCISCO, CA, 94107",VERMONT ST,10,Potrero Hill,BAYVIEW,37.759691881982,-122.404263569156,"(37.75969188, -122.40426357)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815689/photos,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,1,,,,,54
12815557,08/24/2020 07:04:59 PM,08/29/2020 12:42:40 PM,08/29/2020 12:42:40 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Not_Offensive,Intersection of GRANT AVE and SACRAMENTO ST,GRANT AVE,3,Chinatown,CENTRAL,37.7933925,-122.4061208,"(37.7933925, -122.4061208)",Mobile/Open311,,104,6,3,6,10,3,1,28857,1,4,4,5,104,,3,5,,,5,,,2,,,,,104
11868536,12/27/2019 08:17:00 PM,01/22/2020 10:03:06 AM,01/22/2020 10:03:06 AM,Closed,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Intersection of 14TH ST and MISSION ST,14TH ST,9,Mission,MISSION,37.768272399902,-122.419982910156,"(37.7682724, -122.41998291)",Phone,,53,3,2,20,7,8,7,28853,4,19,19,12,53,1,2,14,,3,14,,,2,,3,,,53
11868516,12/27/2019 08:08:00 PM,01/07/2020 07:43:04 AM,01/07/2020 07:43:04 AM,Closed,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,202_Ignored_Stop_Request,Intersection of 3RD ST and LE CONTE AVE,3RD ST,10,Bret Harte,BAYVIEW,37.71883392334,-122.397476196289,"(37.71883392, -122.3974762)",Phone,,88,2,9,1,8,10,3,58,3,1,1,,88,,9,,,,,,,1,,,,,88
11868572,12/27/2019 08:43:00 PM,12/27/2019 09:10:26 PM,12/27/2019 09:10:26 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613412. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,-  -,"346 32ND AVE, SAN FRANCISCO, CA, 94121",32ND AVE,1,Outer Richmond,RICHMOND,37.78264039,-122.49228588,"(37.78264039, -122.49228588)",Phone,,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,2,,,,,8
11868568,12/27/2019 08:39:00 PM,12/27/2019 09:14:54 PM,12/27/2019 09:14:54 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613395. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,White - Mazda - 8HOD079,"733 FRONT ST, SAN FRANCISCO, CA, 94111",FRONT ST,3,Northern Waterfront,CENTRAL,37.7981187,-122.3997451,"(37.7981187, -122.3997451)",Mobile/Open311,,77,6,3,8,10,3,1,28860,1,6,6,,77,,3,,,,,,,1,,,,,77
11868538,12/27/2019 08:20:00 PM,12/27/2019 09:12:27 PM,12/27/2019 09:12:27 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613353. Issue was addressed.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,maroon - VWJetta - 8AQX701,"1725 CLAY ST, SAN FRANCISCO, CA, 94109",CLAY ST,3,Polk Gulch,NORTHERN,37.79220113,-122.42149277,"(37.79220113, -122.42149277)",Phone,,105,4,3,21,10,13,6,28858,9,21,21,,105,,3,,,,,,,1,,,,,105
12336277,04/18/2020 07:52:00 PM,04/19/2020 09:08:11 AM,04/19/2020 09:08:11 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"2250 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,4,Outer Sunset,TARAVAL,37.76346206665,-122.482276916504,"(37.76346207, -122.48227692)",Phone,,39,10,7,35,3,1,5,56,8,35,35,9,39,,7,11,13,,11,,,1,,,,,39
12815842,08/24/2020 08:48:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, D. Johnson.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"60 HAZELWOOD AVE, SAN FRANCISCO, CA, 94112",HAZELWOOD AVE,7,Westwood Park,INGLESIDE,37.72983833,-122.45382833,"(37.72983833, -122.45382833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815842/photos,71,9,8,41,4,9,4,28861,7,40,40,,71,,8,,,,,,,1,,,,,71
11868630,12/27/2019 09:19:19 PM,12/27/2019 09:34:00 PM,12/27/2019 09:34:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2151 BROADWAY, SAN FRANCISCO, CA, 94115",BROADWAY,2,Pacific Heights,NORTHERN,37.794349079539,-122.433003519291,"(37.79434908, -122.43300352)",Mobile/Open311,,102,4,6,30,1,13,6,29490,9,27,27,,102,,6,,,,,,,1,,,,,102
11868609,12/27/2019 09:05:00 PM,12/27/2019 09:50:03 PM,12/27/2019 09:50:03 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613482.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,black - Nissan Altima  - 6CMX997,"212 ADDISON ST, SAN FRANCISCO, CA, 94131",ADDISON ST,8,Fairmount,INGLESIDE,37.73891542,-122.43314365,"(37.73891542, -122.43314365)",Phone,,59,9,5,10,5,2,4,63,7,7,7,,59,,5,,,,,,,1,,,,,59
11868626,12/27/2019 09:16:00 PM,01/08/2020 09:30:13 PM,01/08/2020 09:30:13 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Street and Sidewalk Cleaning,Transit_shelter_platform,Transit_shelter_platform,Intersection of UNION ST and COLUMBUS AVE,UNION ST,3,North Beach,CENTRAL,37.800315856934,-122.410209655762,"(37.80031586, -122.41020966)",Phone,,106,6,3,6,10,3,1,308,1,4,4,21,106,,3,23,,,23,,,2,,,,,106
11868604,12/27/2019 09:01:00 PM,12/27/2019 10:02:02 PM,12/27/2019 10:02:02 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613467. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,black  - Lexus  - 5GRG991,"55 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",CYRIL MAGNIN ST,3,Downtown / Union Square,TENDERLOIN,37.78494526,-122.40871805,"(37.78494526, -122.40871805)",Phone,,19,5,3,36,10,14,10,28852,10,36,36,,19,,3,,,,,5,1,2,1,,,,19
11868598,12/27/2019 08:54:00 PM,12/27/2019 09:01:04 PM,12/27/2019 09:01:04 PM,Closed,Case Resolved,DPW BSM Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of MARKET ST and 4TH ST,MARKET ST,6,South of Market,TENDERLOIN,37.785743713379,-122.405830383301,"(37.78574371, -122.40583038)",Phone,,32,5,10,8,9,5,2,28853,2,6,6,17,32,,10,18,,,18,4,,1,,,35,,32
11868575,12/27/2019 08:45:00 PM,12/27/2019 09:01:29 PM,12/27/2019 09:01:29 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,"652 PARNASSUS AVE, SAN FRANCISCO, CA, 94122",PARNASSUS AVE,5,Inner Sunset,PARK,37.762840270996,-122.460586547852,"(37.76284027, -122.46058655)",Phone,,109,7,11,14,11,15,8,56,5,12,12,,109,,11,,,,,,,1,,,,,109
11603588,10/26/2019 02:15:34 AM,11/01/2019 02:57:05 PM,11/01/2019 02:57:05 PM,Closed,Encampment Removed,HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of HWY 101 S ON RAMP and HWY 101 SOUTHBOUND,HWY 101 S ON RAMP,10,Showplace Square,MISSION,37.767932,-122.405781,"(37.767932, -122.405781)",Mobile/Open311,,33,3,9,20,8,8,7,28853,4,19,19,,33,,9,,,2,,,,2,,2,,,33
12815704,08/24/2020 07:58:00 PM,08/30/2020 12:57:00 PM,08/30/2020 12:57:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1616 CHURCH ST, SAN FRANCISCO, CA, 94131",CHURCH ST,8,Noe Valley,INGLESIDE,37.745056909094,-122.42687169371,"(37.74505691, -122.42687169)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815704/photos,84,9,5,22,5,2,4,63,7,22,22,,84,,5,,,,,,,1,,,,,84
12994466,10/07/2020 11:05:00 AM,10/26/2020 05:02:00 PM,10/26/2020 05:02:00 PM,Closed,Case Transferred - nbc10,311 Supervisor Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1500 SANSOME ST, SAN FRANCISCO, CA, 94111",SANSOME ST,3,Northern Waterfront,CENTRAL,37.804375,-122.40358,"(37.804375, -122.40358)",Mobile/Open311,http://mobile311.sfgov.org/reports/12994466/photos,77,6,3,8,10,3,1,28860,1,6,6,,77,,3,,,,,,,1,,,,,77
11615825,10/29/2019 07:48:36 AM,07/22/2020 08:34:46 AM,07/22/2020 08:34:46 AM,Closed,Case Resolved - SFMTA has responded to this issue.,SFMTA - Parking Enforcement - G,General Request - MTA,complaint,parking_enforcement - complaint,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12815900,08/24/2020 09:06:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"2010 OCEAN AVE, SAN FRANCISCO, CA, 94127",OCEAN AVE,7,Mt. Davidson Manor,TARAVAL,37.72622167,-122.46478333,"(37.72622167, -122.46478333)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815900/photos,68,10,8,41,4,9,5,59,8,40,40,,68,,8,,,,,,,1,,,,,68
12815911,08/24/2020 09:10:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"2200 OCEAN AVE, SAN FRANCISCO, CA, 94127",OCEAN AVE,7,Balboa Terrace,TARAVAL,37.728201559753,-122.467514492813,"(37.72820156, -122.46751449)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815911/photos,63,10,8,41,4,9,5,59,8,40,40,,63,,8,,,,,,,1,,,,,63
12815954,08/24/2020 09:22:11 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Traffic_Light,Posted on Traffic Light,Intersection of CERRITOS AVE and OCEAN AVE,CERRITOS AVE,7,Balboa Terrace,TARAVAL,37.72723333,-122.46656167,"(37.72723333, -122.46656167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815954/photos,68,10,8,41,4,9,5,59,8,40,40,,68,,8,,,,,,,1,,,,,68
12815962,08/24/2020 09:25:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"1788 OCEAN AVE, SAN FRANCISCO, CA, 94112 (Virtual)",OCEAN AVE,7,Mt. Davidson Manor,TARAVAL,37.724995,-122.46090833,"(37.724995, -122.46090833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815962/photos,68,10,8,41,4,9,5,28861,8,40,40,,68,,8,19,,,19,13,,1,,,,,68
12815964,08/24/2020 09:25:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1778 OCEAN AVE, SAN FRANCISCO, CA, 94112 (Virtual)",OCEAN AVE,7,Mt. Davidson Manor,TARAVAL,37.724945,-122.46085333,"(37.724945, -122.46085333)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815964/photos,68,10,8,41,4,9,5,28861,8,40,40,,68,,8,19,,,19,13,,1,,,,,68
12815968,08/24/2020 09:27:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"1325 OCEAN AVE, SAN FRANCISCO, CA, 94112",OCEAN AVE,7,Ingleside,TARAVAL,37.723781089975,-122.456621181402,"(37.72378109, -122.45662118)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815968/photos,64,10,8,24,4,9,5,28861,8,24,24,,64,,8,19,6,,19,13,,2,,,,,64
12815916,08/24/2020 09:11:00 PM,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"399 SAN BENITO WAY, SAN FRANCISCO, CA, 94127",SAN BENITO WAY,7,Balboa Terrace,TARAVAL,37.729005876866,-122.46797167,"(37.72900588, -122.46797167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815916/photos,63,10,8,41,4,9,5,59,8,40,40,,63,,8,,,,,,,1,,,,,63
12009592,01/29/2020 09:52:00 AM,01/30/2020 03:30:00 PM,01/30/2020 03:30:00 PM,Closed,"Case Resolved - Fanny Wong ""Item was mailed out on 01/22/2020 because applicant information was inconsistent""",County Clerk - G,General Request - COUNTY CLERK,followup_request,county_clerk - followup_request,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11868721,12/27/2019 10:36:00 PM,12/27/2019 10:44:59 PM,12/27/2019 10:44:59 PM,Closed,Case Resolved - See CAD# 193613778 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,black - nissan - 6cmx997,"212 ADDISON ST, SAN FRANCISCO, CA, 94131",ADDISON ST,8,Fairmount,INGLESIDE,37.73891542,-122.43314365,"(37.73891542, -122.43314365)",Phone,,59,9,5,10,5,2,4,63,7,7,7,,59,,5,,,,,,,1,,,,,59
11868638,12/27/2019 09:23:00 PM,12/27/2019 10:02:51 PM,12/27/2019 10:02:51 PM,Closed,Case Resolved - Officer responded to request under CAD # 193613547. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Gray - Toyota Prius - 6FTM737,Intersection of PUTNAM ST and TOMPKINS AVE,PUTNAM ST,9,Bernal Heights,INGLESIDE,37.736903646765,-122.411062064563,"(37.73690365, -122.41106206)",Mobile/Open311,http://mobile311.sfgov.org/reports/11868638/photos,83,9,2,2,7,10,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
11868652,12/27/2019 09:38:51 PM,01/08/2020 09:30:13 PM,01/08/2020 09:30:13 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform,Transit_Shelter_Platform,"830 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,6,South of Market,SOUTHERN,37.78024673,-122.400383,"(37.78024673, -122.400383)",Mobile/Open311,http://mobile311.sfgov.org/reports/11868652/photos,32,1,10,34,9,6,2,28856,2,34,34,,32,,10,,,,,4,,2,,,,,32
11841719,12/20/2019 10:14:00 AM,01/17/2020 07:16:00 PM,01/17/2020 07:16:00 PM,Closed,"Encampment Removed
Handled. DPW cleared debris.",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of 14TH ST and STEVENSON ST,14TH ST,9,Mission,MISSION,37.768140265526,-122.421318144414,"(37.76814027, -122.42131814)",Mobile/Open311,,53,3,2,20,7,8,7,28853,4,19,19,,53,,2,,,3,,,,2,,3,,,53
12815974,08/24/2020 09:30:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1084 OCEAN AVE, SAN FRANCISCO, CA, 94112 (Virtual)",OCEAN AVE,7,Westwood Park,TARAVAL,37.72346167,-122.45387167,"(37.72346167, -122.45387167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815974/photos,71,10,8,41,4,9,5,28861,8,40,40,,71,,8,19,,,19,13,,1,,,,,71
12815980,08/24/2020 09:33:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Juan Lopez.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"1000 OCEAN AVE, SAN FRANCISCO, CA, 94112",OCEAN AVE,7,Westwood Park,TARAVAL,37.72331167,-122.45307167,"(37.72331167, -122.45307167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12815980/photos,71,10,8,41,4,9,5,28861,8,40,40,,71,,8,19,,,19,13,,1,,,,,71
12816002,08/24/2020 09:38:27 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, D. Johnson.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of JUDSON AVE and GENNESSEE ST,JUDSON AVE,7,Sunnyside,INGLESIDE,37.72835833,-122.45093667,"(37.72835833, -122.45093667)",Mobile/Open311,http://mobile311.sfgov.org/reports/12816002/photos,95,9,8,41,4,9,4,28861,7,40,40,,95,,8,,,,,13,,1,,,,,95
12816007,08/24/2020 09:39:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,"Case Resolved - Completed by BBR-Paint Shop, Dwaine Tayson.",DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"277 JUDSON AVE, SAN FRANCISCO, CA, 94112",JUDSON AVE,7,Sunnyside,INGLESIDE,37.728237611662,-122.44780953286,"(37.72823761, -122.44780953)",Mobile/Open311,http://mobile311.sfgov.org/reports/12816007/photos,95,9,8,41,4,9,4,28861,7,40,40,,95,,8,,,,,,,1,,,,,95
12995250,10/07/2020 01:02:59 PM,10/12/2020 07:47:58 AM,10/12/2020 07:47:58 AM,Closed,Area Cleared,HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"4129 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,8,Eureka Valley,PARK,37.762204369639,-122.437998267175,"(37.76220437, -122.43799827)",Mobile/Open311,http://mobile311.sfgov.org/reports/12995250/photos,115,7,5,5,5,15,8,28862,5,3,3,,115,,5,,,,,,,1,,,,,115
12816102,08/24/2020 10:09:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,Case Resolved - Completed by BBR-Paint Shop Dwaine Tayson.,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"10 GENNESSEE ST, SAN FRANCISCO, CA, 94112",GENNESSEE ST,7,Sunnyside,INGLESIDE,37.728572482031,-122.451068778272,"(37.72857248, -122.45106878)",Mobile/Open311,http://mobile311.sfgov.org/reports/12816102/photos,95,9,8,41,4,9,4,28861,7,40,40,,95,,8,,,,,,,1,,,,,95
12816103,08/24/2020 10:09:42 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,Case Resolved - Completed by BBR-Paint Shop Dwaine Tayson.,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of GENNESSEE ST and STAPLES AVE,GENNESSEE ST,7,Sunnyside,INGLESIDE,37.72906167,-122.45117167,"(37.72906167, -122.45117167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12816103/photos,95,9,8,41,4,9,4,28861,7,40,40,,95,,8,,,,,,,1,,,,,95
